Entropy-based,Distance-based,Random
0.7833333333333333,0.7833333333333333,0.7833333333333333
0.8333333333333334,0.8166666666666667,0.85
0.8666666666666667,0.8166666666666667,0.85
0.9,0.8,0.8333333333333334
0.7833333333333333,0.8,0.9
0.85,0.7333333333333333,0.9
0.9166666666666666,0.7,0.9
0.9333333333333333,0.7333333333333333,0.9
0.9666666666666667,0.7166666666666667,0.9
0.9,0.7166666666666667,0.8833333333333333
